,original text,fwd_translated,rev_translated
1283, @nialleveritt - That's beautiful. It's not the first time I've stayed up all night and slept during the day.,@nialleveritt - Eso es hermoso. No es la primera vez que me quedo despierto toda la noche y duermo durante el día.,@nialleveritt - That's beautiful. It's not the first time I've stayed up all night and slept during the day.
1284, KM.com has had their own version of social media since July 31st.,KM.com ha tenido su propia versión de las redes sociales desde el 31 de julio.,KM.com has had its own version of social media since July 31.
1285," I'm currently at IHOP with Miss Ashley and her family, and I'm bidding farewell.","Actualmente estoy en IHOP con la Srta. Ashley y su familia, y me despido.","I'm currently at IHOP with Miss Ashley and her family, and I say goodbye."
1286, Interesting! Who extended the offer? Will someone be providing sponsorship for it? It can be quite expensive.,Interesante! ¿Quién extendió la oferta? ¿Alguien proporcionará patrocinio para ella? Puede ser bastante caro.,Interesting! Who extended the offer? Will anyone provide sponsorship for her? It can be quite expensive.
1287, To individually wrapped pickles: Please don't spill on me every time I open one of you.,"A pepinillos envueltos individualmente: Por favor, no derramen sobre mí cada vez que abro uno de ustedes.",To pickles wrapped individually: Please don't spill on me every time I open one of you.
1288," @leonspencer, I thought you always gave a shout-out to the harem before being there!","@leonspencer, ¡Pensé que siempre le dabas un grito al harén antes de estar allí!","@leonspencer, I thought you always yelled at the harem before you were there!"
1289," Oh my God, my back is still hurting and I didn't even strain it. Maybe I just slept in an awkward position last night...","Dios mío, todavía me duele la espalda y ni siquiera la tensé, tal vez dormí en una posición incómoda anoche.","Oh, my God, my back still hurts and I didn't even have it, maybe I slept in an uncomfortable position last night."
1290, My newly born cousin MIA!,"¡Mi primo recién nacido, MIA!","My newborn cousin, MIA!"
1291, Katie got a really bad sunburn and her mom warned her that sunbathing again could result in third-degree burns.,Katie tuvo una quemadura de sol muy mala y su madre le advirtió que tomar el sol de nuevo podría resultar en quemaduras de tercer grado.,Katie had a very bad sunburn and her mother warned her that sunbathing again could result in third-degree burns.
1292," @yangwong haha! I inquired about someone who I thought was you through your friend but I wasn't certain. When you come in on a Friday, request for Laura!","@yangwong haha! Pregunté por alguien que pensaba que eras tú a través de tu amigo pero no estaba seguro. ¡Cuando vienes un viernes, pide a Laura!","@yangwong haha! I asked for someone who thought it was you through your friend but I wasn’t sure. When you come on a Friday, ask Laura!"
1293," @ian_former It's been almost 8 months since I've been struggling with my finances and getting a job would be of great help, but unfortunately, that's how things are at the moment.","@ian_former Han pasado casi 8 meses desde que he estado luchando con mis finanzas y conseguir un trabajo sería de gran ayuda, pero desafortunadamente, así son las cosas en este momento.","@ian_former It's been almost 8 months since I've been struggling with my finances and getting a job would be very helpful, but unfortunately, that's the way it is right now."
1294," S expresses gratitude towards @foodiemcbody, @weightfor160, @Footdr69, and @rschooler, saying that they make her feel happy.","S expresa gratitud a @foodiemcbody, @weightfor160, @Footdr69 y @rschooler, diciendo que la hacen sentir feliz.","S expresses gratitude to @foodiemcbody, @weightfor160, @Footdr69 and @rschooler, saying they make her feel happy."
1295," @DaniReality, look! The entity has given up its will to survive. @arisinterlude believes that addressing him as a group would be less damaging since nobody is accusing him.","@DaniReality, mira! La entidad ha renunciado a su voluntad de sobrevivir. @arisinterlude cree que dirigirse a él como grupo sería menos perjudicial ya que nadie lo está acusando.","@DaniReality, look! The entity has given up its will to survive. @arisinterlude believes that addressing him as a group would be less damaging as no one is accusing him."
1296, Observing you brings me joy! Continue doing an outstanding job.,Observarte me trae alegría! Continuar haciendo un trabajo excepcional.,Watching you brings me joy! Continue to do an exceptional job.
1297," This will be the last tasty meal before starting a diet. Bidding farewell to all the carbs, including pasta and crisps. It's heart-wrenching.","Esta será la última comida sabrosa antes de comenzar una dieta. Despedirse de todos los carbohidratos, incluyendo pasta y patatas fritas. Es desgarrador para el corazón.","This will be the last tasty meal before starting a diet. Say goodbye to all carbohydrates, including pasta and chips. It's heartbreaking."
1298, @kingrool I and my boyfriend were recently discussing the matter since there are some foolish people who assume that I invented my own name. How pathetic.,@kingrool Recientemente mi novio y yo discutimos el asunto ya que hay algunas personas tontas que asumen que yo inventé mi propio nombre. Qué patético.,@kingrool Recently my boyfriend and I discussed the matter as there are some silly people who assume that I invented my own name. How pathetic.
1299, Why do everyday tasks always seem to take forever? I haven't finished them yet.,¿Por qué las tareas cotidianas siempre parecen tomar una eternidad? Aún no las he terminado.,Why do everyday tasks always seem to take forever? I have not yet finished them.
1300, I didn't attend the city hall reception tonight. Just letting you know in advance.,No asistí a la recepción del ayuntamiento esta noche.,I didn't attend the city hall reception tonight.
1301," I forgive you, even though you're a foolish fourth-year.","Te perdono, aunque seas un tonto de cuarto año.","I forgive you, even if you're a fourth-year fool."
1302, The presale for @pink has been announced to start on Wednesday. @ashleigh_dancer and the tweeter are considering purchasing the $129 tickets.,La preventa de @pink ha sido anunciada para comenzar el miércoles. @ashleigh_dancer y el tuitero están considerando comprar los $129 tickets.,The pre-sale of @pink has been announced to begin on Wednesday. @ashleigh_dancer and the Twitter user are considering buying the $129 tickets.
1303," @JayeLaSOLE Please stop interacting with unintelligent individuals as they spoil things for the intelligent ones. This is why there are many lesbian relationships in America, due to foolish men.","@JayeLASOLE Por favor, deje de interactuar con individuos poco inteligentes ya que estropean las cosas para los inteligentes. Es por eso que hay muchas relaciones lesbianas en Estados Unidos, debido a hombres tontos.","@JayeLASOLE Please stop interacting with unintelligent individuals as they spoil things for the smart. That's why there are many lesbian relationships in America, because of dumb men."
1304," I reserved mine at Oakridge instead of Valley Fair because I thought it was closer to work. Otherwise, I would have chosen Valley Fair.","Yo reservé el mío en Oakridge en lugar de Valley Fair porque pensé que estaba más cerca del trabajo. De lo contrario, habría elegido Valley Fair.","I booked mine in Oakridge instead of Valley Fair because I thought it was closer to work. Otherwise, I would have picked Valley Fair."
1305," Someone addressed as ""idiot"" expressed gratitude for being followed and excitement for a new tweet.","Alguien llamado ""idiota"" expresó gratitud por ser seguido y excitación por un nuevo tuit.","Someone called ""idiot"" expressed gratitude for being followed and excited by a new tweet."
1306," Tomorrow, I'm going to watch it, but I've heard it's quite pointless.","Mañana, voy a verlo, pero he oído que no tiene sentido.","Tomorrow, I'm going to see him, but I hear it doesn't make sense."
1307," I'm heading to my girlfriend's place, I'll return in 1-2 hours.","Me dirijo a la casa de mi novia, regresaré en 1-2 horas.","I'm heading to my girlfriend's house, I'll be back in 1-2 hours."
1308," a) Football season is something I'm yearning for.
b) It's surprising that there are only two weeks left of school.
c) The Mavericks are a team that I have a lot of admiration for.
d) I have a feeling that today will be fantastic.",a) La temporada de fútbol es algo que estoy anhelando. b) Es sorprendente que sólo queden dos semanas de escuela. c) Los Mavericks son un equipo por el que tengo mucha admiración. d) Tengo la sensación de que hoy será fantástico.,(a) The football season is something I am yearning for. b) It is surprising that there are only two weeks of school left. c) The Mavericks are a team for which I have a lot of admiration. d) I have the feeling that today will be fantastic.
